signal_id	pair	timestamp_utc	direction	entry_price	sl_price	tp_price	sl_pips	tp_pips	atr	m15_close_24h_ago	m15_close_12h_ago	m15_close_1h_ago	related_eur_usd_24h_change_pct	related_usd_jpy_24h_change_pct	related_gbp_usd_24h_change_pct	day_of_week	hour_utc	is_tokyo_session	is_london_session	is_ny_session
GBP_JPY_01990_20251222_134500	GBP_JPY	2025-12-22T13:45:00+00:00	long	211.54	211.34918	211.92164	19.08	38.16	0.127214	210.363	210.876	211.457	0.1879	0.0591	0.4973	0	13	0	1	1
GBP_JPY_01991_20251222_233000	GBP_JPY	2025-12-22T23:30:00+00:00	long	211.361	211.25611	211.57079	10.49	20.98	0.069929	210.956	211.275	211.262	0.4399	-0.4583	0.628	0	23	0	0	0
GBP_JPY_01992_20251223_024500	GBP_JPY	2025-12-23T02:45:00+00:00	short	210.924	211.11911	210.53379	19.51	39.02	0.130071	210.951	211.44	211.278	0.4507	-0.5992	0.6177	1	2	1	0	0
GBP_JPY_01993_20251223_054500	GBP_JPY	2025-12-23T05:45:00+00:00	short	210.609	210.80325	210.2205	19.43	38.85	0.1295	210.702	211.189	210.738	0.501	-0.7259	0.7183	1	5	1	0	0
GBP_JPY_01994_20251223_100000	GBP_JPY	2025-12-23T10:00:00+00:00	long	210.771	210.55404	211.20493	21.7	43.39	0.144643	211.179	211.225	210.503	0.4141	-1.0099	0.6662	1	10	0	1	0
GBP_JPY_01995_20251223_153000	GBP_JPY	2025-12-23T15:30:00+00:00	long	210.904	210.68232	211.34736	22.17	44.34	0.147786	211.102	210.893	210.524	0.2042	-0.5395	0.4242	1	15	0	1	1
GBP_JPY_01996_20251223_224500	GBP_JPY	2025-12-23T22:45:00+00:00	long	210.933	210.82854	211.14193	10.45	20.89	0.069643	211.262	210.625	210.749	0.2901	-0.4395	0.3076	1	22	0	0	0
GBP_JPY_01997_20251223_233000	GBP_JPY	2025-12-23T23:30:00+00:00	long	211.123	211.00814	211.35271	11.49	22.97	0.076571	211.361	210.53	210.865	0.2968	-0.5496	0.4265	1	23	0	0	0
GBP_JPY_01998_20251224_031500	GBP_JPY	2025-12-24T03:15:00+00:00	short	210.634	210.93571	210.03057	30.17	60.34	0.201143	210.882	210.657	210.991	0.2735	-0.5164	0.3851	2	3	1	0	0
GBP_JPY_01999_20251226_014500	GBP_JPY	2025-12-26T01:45:00+00:00	long	210.874	210.58589	211.45021	28.81	57.62	0.192071	210.946	210.64	210.577	-0.0984	-0.0391	-0.034	4	1	1	0	0
GBP_JPY_02000_20251226_164500	GBP_JPY	2025-12-26T16:45:00+00:00	long	211.446	211.29289	211.75221	15.31	30.62	0.102071	210.119	211.163	211.299	0.0263	0.4482	0.1408	4	16	0	0	1
GBP_JPY_02001_20251226_230000	GBP_JPY	2025-12-26T23:00:00+00:00	long	211.383	211.26514	211.61871	11.79	23.57	0.078571	210.464	210.996	211.285	-0.0654	0.4458	-0.0096	4	23	0	0	0
GBP_JPY_02002_20251229_000000	GBP_JPY	2025-12-29T00:00:00+00:00	short	211.096	211.24686	210.79429	15.09	30.17	0.100571	210.726	210.981	211.383	-0.1087	0.3567	-0.151	0	0	1	0	0
GBP_JPY_02003_20251229_020000	GBP_JPY	2025-12-29T02:00:00+00:00	short	210.815	211.06464	210.31571	24.96	49.93	0.166429	211.01	211.097	211.132	-0.0518	-0.0818	-0.0163	0	2	1	0	0
GBP_JPY_02004_20251229_090000	GBP_JPY	2025-12-29T09:00:00+00:00	short	210.72	210.89057	210.37886	17.06	34.11	0.113714	210.726	211.239	210.841	0.0357	-0.1874	0.0148	0	9	0	1	0
GBP_JPY_02005_20251229_121500	GBP_JPY	2025-12-29T12:15:00+00:00	long	211.004	210.75854	211.49493	24.55	49.09	0.163643	211.004	211.151	210.813	-0.0629	-0.0448	0.0652	0	12	0	1	0
GBP_JPY_02006_20251229_174500	GBP_JPY	2025-12-29T17:45:00+00:00	short	210.505	210.75743	210.00014	25.24	50.49	0.168286	211.275	211.215	210.8	-0.0807	-0.3113	-0.0452	0	17	0	0	1
GBP_JPY_02007_20251230_024500	GBP_JPY	2025-12-30T02:45:00+00:00	long	210.984	210.76393	211.42414	22.01	44.01	0.146714	211.091	210.771	210.719	-0.0586	-0.0122	-0.0378	1	2	1	0	0
GBP_JPY_02008_20251230_090000	GBP_JPY	2025-12-30T09:00:00+00:00	short	210.737	210.89664	210.41771	15.96	31.93	0.106429	210.725	210.787	210.899	-0.0603	-0.0634	0.1557	1	9	0	1	0
GBP_JPY_02009_20251231_101500	GBP_JPY	2025-12-31T10:15:00+00:00	short	210.544	210.66764	210.29671	12.36	24.73	0.082429	210.601	210.689	210.717	-0.3731	0.3943	-0.5885	2	10	0	1	0
GBP_JPY_02010_20251231_103000	GBP_JPY	2025-12-31T10:30:00+00:00	short	210.44	210.58089	210.15821	14.09	28.18	0.093929	210.726	210.646	210.714	-0.3731	0.3943	-0.5885	2	10	0	1	0
GBP_JPY_02011_20251231_143000	GBP_JPY	2025-12-31T14:30:00+00:00	long	210.867	210.67179	211.25743	19.52	39.04	0.130143	210.604	210.591	210.764	-0.0536	0.413	-0.2215	2	14	0	1	1
GBP_JPY_02012_20251231_220000	GBP_JPY	2025-12-31T22:00:00+00:00	long	211.116	210.95539	211.43721	16.06	32.12	0.107071	210.637	210.667	211.032	0.0681	0.1042	0.1255	2	22	0	0	0
GBP_JPY_02013_20260102_010000	GBP_JPY	2026-01-02T01:00:00+00:00	long	211.279	211.08732	211.66236	19.17	38.34	0.127786	210.571	210.617	210.907	0.0434	0.2078	0.0527	4	1	1	0	0
GBP_JPY_02014_20260102_050000	GBP_JPY	2026-01-02T05:00:00+00:00	long	211.356	211.22775	211.6125	12.82	25.65	0.0855	210.637	210.503	211.272	0.1882	0.1444	0.1701	4	5	1	0	0
GBP_JPY_02015_20260102_093000	GBP_JPY	2026-01-02T09:30:00+00:00	short	211.173	211.29536	210.92829	12.24	24.47	0.081571	210.714	210.924	211.399	-0.0179	0.1865	0.0587	4	9	0	1	0
GBP_JPY_02016_20260102_104500	GBP_JPY	2026-01-02T10:45:00+00:00	short	211.056	211.23889	210.69021	18.29	36.58	0.121929	210.296	211.135	211.195	0.0469	0.1775	0.1817	4	10	0	1	0
GBP_JPY_02017_20260102_173000	GBP_JPY	2026-01-02T17:30:00+00:00	long	211.349	211.12421	211.79857	22.48	44.96	0.149857	210.684	211.331	211.136	0.0571	-0.0989	0.3442	4	17	0	0	1
GBP_JPY_02018_20260105_000000	GBP_JPY	2026-01-05T00:00:00+00:00	short	210.803	210.93971	210.52957	13.67	27.34	0.091143	210.907	211.065	211.107	-0.3022	0.0255	-0.1537	0	0	1	0	0
GBP_JPY_02019_20260105_004500	GBP_JPY	2026-01-05T00:45:00+00:00	short	210.735	210.88554	210.43393	15.05	30.11	0.100357	211.021	210.948	211.098	-0.3022	0.0255	-0.1537	0	0	1	0	0
GBP_JPY_02020_20260105_020000	GBP_JPY	2026-01-05T02:00:00+00:00	long	211.215	211.01507	211.61486	19.99	39.99	0.133286	211.151	211.026	210.904	-0.4355	0.3711	-0.2826	0	2	1	0	0
GBP_JPY_02021_20260105_090000	GBP_JPY	2026-01-05T09:00:00+00:00	short	210.839	210.98032	210.55636	14.13	28.26	0.094214	211.314	211.09	211.017	-0.4125	0.0835	-0.3067	0	9	0	1	0
GBP_JPY_02022_20260105_101500	GBP_JPY	2026-01-05T10:15:00+00:00	short	210.571	210.74918	210.21464	17.82	35.64	0.118786	211.218	211.096	210.879	-0.3854	-0.0274	-0.2118	0	10	0	1	0
GBP_JPY_02023_20260105_163000	GBP_JPY	2026-01-05T16:30:00+00:00	long	211.064	210.85668	211.47864	20.73	41.46	0.138214	211.136	211.01	210.761	-0.3641	-0.0676	0.0579	0	16	0	0	1
GBP_JPY_02024_20260105_174500	GBP_JPY	2026-01-05T17:45:00+00:00	long	211.416	211.18521	211.87757	23.08	46.16	0.153857	211.34	210.933	211.169	-0.3923	-0.0057	0.043	0	17	0	0	1
GBP_JPY_02025_20260106_004500	GBP_JPY	2026-01-06T00:45:00+00:00	long	211.91	211.75679	212.21643	15.32	30.64	0.102143	210.743	210.838	211.648	0.064	-0.1366	0.7089	1	0	1	0	0
GBP_JPY_02026_20260106_110000	GBP_JPY	2026-01-06T11:00:00+00:00	short	211.717	211.89861	211.35379	18.16	36.32	0.121071	210.563	211.812	211.83	0.2636	-0.3486	0.6918	1	11	0	1	0
GBP_JPY_02027_20260106_191500	GBP_JPY	2026-01-06T19:15:00+00:00	long	211.639	211.45514	212.00671	18.39	36.77	0.122571	211.554	211.895	211.52	-0.1187	0.2316	-0.1655	1	19	0	0	1
GBP_JPY_02028_20260107_020000	GBP_JPY	2026-01-07T02:00:00+00:00	long	211.614	211.46646	211.90907	14.75	29.51	0.098357	212.107	211.494	211.497	-0.2151	0.0658	-0.2431	2	2	1	0	0
GBP_JPY_02029_20260107_033000	GBP_JPY	2026-01-07T03:30:00+00:00	long	211.682	211.50543	212.03514	17.66	35.31	0.117714	212.024	211.42	211.41	-0.255	0.1707	-0.2968	2	3	1	0	0
GBP_JPY_02030_20260107_070000	GBP_JPY	2026-01-07T07:00:00+00:00	short	211.339	211.46671	211.08357	12.77	25.54	0.085143	211.971	211.556	211.513	-0.3027	-0.03	-0.3041	2	7	1	1	0
GBP_JPY_02031_20260107_093000	GBP_JPY	2026-01-07T09:30:00+00:00	short	211.115	211.28771	210.76957	17.27	34.54	0.115143	211.794	211.472	211.195	-0.3956	0.0959	-0.4258	2	9	0	1	0
GBP_JPY_02032_20260107_131500	GBP_JPY	2026-01-07T13:15:00+00:00	long	211.354	211.18675	211.6885	16.72	33.45	0.1115	211.586	211.533	211.248	-0.1461	0.0422	-0.1531	2	13	0	1	1
GBP_JPY_02033_20260107_234500	GBP_JPY	2026-01-07T23:45:00+00:00	short	210.882	210.96996	210.70607	8.8	17.59	0.058643	211.424	211.137	211.055	-0.13	0.0843	-0.3245	2	23	0	0	0
GBP_JPY_02034_20260108_033000	GBP_JPY	2026-01-08T03:30:00+00:00	long	211.148	210.99929	211.44543	14.87	29.74	0.099143	211.681	211.111	210.992	-0.177	0.1232	-0.371	3	3	1	0	0
GBP_JPY_02035_20260108_070000	GBP_JPY	2026-01-08T07:00:00+00:00	short	210.78	210.90643	210.52714	12.64	25.29	0.084286	211.337	211.062	210.959	-0.0924	0.1842	-0.3761	3	7	1	1	0
GBP_JPY_02036_20260108_094500	GBP_JPY	2026-01-08T09:45:00+00:00	short	210.377	210.56546	210.00007	18.85	37.69	0.125643	211.132	211.042	210.752	-0.0411	-0.0109	-0.3476	3	9	0	1	0
GBP_JPY_02037_20260108_163000	GBP_JPY	2026-01-08T16:30:00+00:00	long	210.886	210.71768	211.22264	16.83	33.66	0.112214	211.204	211.078	210.662	-0.2676	0.3625	-0.4815	3	16	0	0	1
GBP_JPY_02038_20260109_001500	GBP_JPY	2026-01-09T00:15:00+00:00	short	210.531	210.68486	210.22329	15.39	30.77	0.102571	210.857	210.654	210.839	-0.1619	0.1072	-0.1679	4	0	1	0	0
GBP_JPY_02039_20260109_030000	GBP_JPY	2026-01-09T03:00:00+00:00	long	210.977	210.79796	211.33507	17.9	35.81	0.119357	210.956	210.622	210.822	-0.2193	0.16	-0.2051	4	3	1	0	0
GBP_JPY_02040_20260109_070000	GBP_JPY	2026-01-09T07:00:00+00:00	long	211.334	211.21068	211.58064	12.33	24.66	0.082214	210.779	210.67	211.271	-0.2688	0.4519	-0.2051	4	7	1	1	0
GBP_JPY_02041_20260109_094500	GBP_JPY	2026-01-09T09:45:00+00:00	long	211.469	211.32875	211.7495	14.03	28.05	0.0935	210.376	210.81	211.343	-0.2321	0.6442	-0.1235	4	9	0	1	0
GBP_JPY_02042_20260109_153000	GBP_JPY	2026-01-09T15:30:00+00:00	long	211.623	211.43261	212.00379	19.04	38.08	0.126929	210.662	210.927	211.483	-0.1518	0.3358	0.0909	4	15	0	1	1
GBP_JPY_02043_20260109_183000	GBP_JPY	2026-01-09T18:30:00+00:00	long	212.034	211.72832	212.64536	30.57	61.14	0.203786	210.735	211.248	211.816	-0.1802	0.7489	-0.1422	4	18	0	0	1
GBP_JPY_02044_20260109_233000	GBP_JPY	2026-01-09T23:30:00+00:00	short	211.596	211.69286	211.40229	9.69	19.37	0.064571	210.87	211.431	211.691	-0.2487	0.7007	-0.2799	4	23	0	0	0
GBP_JPY_02045_20260109_234500	GBP_JPY	2026-01-09T23:45:00+00:00	short	211.673	211.76932	211.48036	9.63	19.26	0.064214	210.715	211.487	211.657	-0.2487	0.7007	-0.2799	4	23	0	0	0
GBP_JPY_02046_20260112_041500	GBP_JPY	2026-01-12T04:15:00+00:00	long	211.93	211.75879	212.27243	17.12	34.24	0.114143	211.041	211.86	211.789	0.0034	0.549	-0.0737	0	4	1	0	0
GBP_JPY_02047_20260112_060000	GBP_JPY	2026-01-12T06:00:00+00:00	long	212.262	212.10407	212.57786	15.79	31.59	0.105286	211.271	211.889	212.103	0.0112	0.5788	-0.1005	0	6	1	0	0
GBP_JPY_02048_20260112_111500	GBP_JPY	2026-01-12T11:15:00+00:00	long	212.436	212.26211	212.78379	17.39	34.78	0.115929	211.462	211.63	212.229	0.3401	0.1167	0.3236	0	11	0	1	0
GBP_JPY_02049_20260112_154500	GBP_JPY	2026-01-12T15:45:00+00:00	long	212.794	212.6305	213.121	16.35	32.7	0.109	211.587	211.806	212.561	0.4096	0.2241	0.3446	0	15	0	1	1
GBP_JPY_02050_20260113_024500	GBP_JPY	2026-01-13T02:45:00+00:00	long	213.124	212.8855	213.601	23.85	47.7	0.159	211.697	212.561	212.726	-0.0111	0.3681	0.3052	1	2	1	0	0
GBP_JPY_02051_20260113_041500	GBP_JPY	2026-01-13T04:15:00+00:00	long	213.592	213.34557	214.08486	24.64	49.29	0.164286	211.932	212.73	213.38	0.0343	0.3955	0.3725	1	4	1	0	0
GBP_JPY_02052_20260113_103000	GBP_JPY	2026-01-13T10:30:00+00:00	long	214.129	213.95339	214.48021	17.56	35.12	0.117071	212.224	212.952	213.922	-0.1617	0.7283	0.1427	1	10	0	1	0
GBP_JPY_02053_20260113_144500	GBP_JPY	2026-01-13T14:45:00+00:00	short	213.883	214.03814	213.57271	15.51	31.03	0.103429	212.561	213.125	214.016	-0.2252	0.655	-0.0342	1	14	0	1	1
GBP_JPY_02054_20260113_151500	GBP_JPY	2026-01-13T15:15:00+00:00	short	213.737	213.89675	213.4175	15.98	31.95	0.1065	212.645	213.38	214.019	-0.2095	0.6583	-0.0482	1	15	0	1	1
GBP_JPY_02055_20260113_193000	GBP_JPY	2026-01-13T19:30:00+00:00	short	213.519	213.76018	213.03664	24.12	48.24	0.160786	212.843	213.942	213.751	-0.1963	0.5933	-0.2273	1	19	0	0	1
GBP_JPY_02056_20260114_030000	GBP_JPY	2026-01-14T03:00:00+00:00	long	213.916	213.71789	214.31221	19.81	39.62	0.132071	213.189	213.811	213.761	-0.175	0.5395	-0.3526	2	3	1	0	0
GBP_JPY_02057_20260114_123000	GBP_JPY	2026-01-14T12:30:00+00:00	short	213.372	213.61039	212.89521	23.84	47.68	0.158929	214.036	213.513	213.691	-0.0969	-0.0762	-0.1321	2	12	0	1	0
GBP_JPY_02058_20260114_173000	GBP_JPY	2026-01-14T17:30:00+00:00	short	212.767	213.05811	212.18479	29.11	58.22	0.194071	213.721	213.91	212.931	0.0661	-0.5034	0.1049	2	17	0	0	1
GBP_JPY_02059_20260115_090000	GBP_JPY	2026-01-15T09:00:00+00:00	long	213.181	213.01268	213.51764	16.83	33.66	0.112214	214.044	212.721	212.829	-0.1486	-0.3719	-0.0335	3	9	0	1	0
GBP_JPY_02060_20260115_103000	GBP_JPY	2026-01-15T10:30:00+00:00	long	213.251	212.99921	213.75457	25.18	50.36	0.167857	213.77	212.967	212.908	-0.1442	-0.1523	-0.0833	3	10	0	1	0
GBP_JPY_02061_20260115_123000	GBP_JPY	2026-01-15T12:30:00+00:00	short	212.661	212.93914	212.10471	27.81	55.63	0.185429	213.373	212.76	212.898	-0.1656	-0.138	-0.2483	3	12	0	1	0
GBP_JPY_02062_20260115_171500	GBP_JPY	2026-01-15T17:15:00+00:00	short	212.075	212.27771	211.66957	20.27	40.54	0.135143	212.901	212.902	212.387	-0.4932	0.2625	-0.521	3	17	0	0	1
GBP_JPY_02063_20260116_041500	GBP_JPY	2026-01-16T04:15:00+00:00	short	212.015	212.18032	211.68436	16.53	33.06	0.110214	212.822	212.387	212.095	-0.2646	-0.1363	-0.364	4	4	1	0	0
GBP_JPY_02064_20260116_123000	GBP_JPY	2026-01-16T12:30:00+00:00	long	212.024	211.82193	212.42814	20.21	40.41	0.134714	212.662	212.125	211.943	-0.1951	-0.2139	-0.108	4	12	0	1	0
GBP_JPY_02065_20260116_164500	GBP_JPY	2026-01-16T16:45:00+00:00	short	211.56	211.791	211.098	23.1	46.2	0.154	212.253	211.873	211.797	0.1465	-0.5266	0.2004	4	16	0	0	1
GBP_JPY_02066_20260119_000000	GBP_JPY	2026-01-19T00:00:00+00:00	short	210.706	210.90175	210.3145	19.58	39.15	0.1305	212.182	211.955	211.549	-0.1973	-0.4767	-0.1705	0	0	1	0	0
GBP_JPY_02067_20260119_050000	GBP_JPY	2026-01-19T05:00:00+00:00	long	211.404	211.15189	211.90821	25.21	50.42	0.168071	211.67	211.556	211.291	0.1085	-0.1417	-0.0202	0	5	1	0	0
GBP_JPY_02068_20260119_104500	GBP_JPY	2026-01-19T10:45:00+00:00	long	211.895	211.68307	212.31886	21.19	42.39	0.141286	211.886	211.508	211.644	0.1361	-0.1144	0.1187	0	10	0	1	0
GBP_JPY_02069_20260119_171500	GBP_JPY	2026-01-19T17:15:00+00:00	long	212.097	211.94904	212.39293	14.8	29.59	0.098643	211.521	211.299	211.831	0.3994	-0.0019	0.3267	0	17	0	0	1
GBP_JPY_02070_20260119_234500	GBP_JPY	2026-01-19T23:45:00+00:00	short	212.121	212.20704	211.94893	8.6	17.21	0.057357	211.433	211.709	212.319	0.3975	-0.0278	0.3297	0	23	0	0	0
GBP_JPY_02071_20260120_063000	GBP_JPY	2026-01-20T06:30:00+00:00	long	212.399	212.20454	212.78793	19.45	38.89	0.129643	211.409	212.37	212.229	0.2811	0.1299	0.3404	1	6	1	0	0
GBP_JPY_02072_20260120_080000	GBP_JPY	2026-01-20T08:00:00+00:00	long	212.618	212.47089	212.91221	14.71	29.42	0.098071	211.547	212.239	212.429	0.3483	0.3789	0.2709	1	8	1	1	0
GBP_JPY_02073_20260120_090000	GBP_JPY	2026-01-20T09:00:00+00:00	long	212.948	212.7605	213.323	18.75	37.5	0.125	211.564	212.306	212.621	0.5393	0.1854	0.6393	1	9	0	1	0
GBP_JPY_02074_20260120_091500	GBP_JPY	2026-01-20T09:15:00+00:00	long	213.144	212.93604	213.55993	20.8	41.59	0.138643	211.643	212.278	212.862	0.5393	0.1854	0.6393	1	9	0	1	0
GBP_JPY_02075_20260120_141500	GBP_JPY	2026-01-20T14:15:00+00:00	short	212.238	212.48507	211.74386	24.71	49.41	0.164714	211.803	212.142	212.497	0.8619	-0.1	0.2961	1	14	0	1	1
GBP_JPY_02076_20260121_043000	GBP_JPY	2026-01-21T04:30:00+00:00	short	212.376	212.55546	212.01707	17.95	35.89	0.119643	212.17	212.581	212.442	0.7042	-0.0734	0.1497	2	4	1	0	0
GBP_JPY_02077_20260121_100000	GBP_JPY	2026-01-21T10:00:00+00:00	short	212.188	212.36843	211.82714	18.04	36.09	0.120286	213.357	212.474	212.448	-0.0512	0.0355	-0.2931	2	10	0	1	0
GBP_JPY_02078_20260121_134500	GBP_JPY	2026-01-21T13:45:00+00:00	short	211.75	211.94296	211.36407	19.3	38.59	0.128643	212.377	212.554	211.865	-0.1781	0.1033	-0.3974	2	13	0	1	1
GBP_JPY_02079_20260121_160000	GBP_JPY	2026-01-21T16:00:00+00:00	long	212.316	212.08157	212.78486	23.44	46.89	0.156286	212.284	212.568	211.822	0.0461	0.0487	-0.0528	2	16	0	0	1
GBP_JPY_02080_20260122_054500	GBP_JPY	2026-01-22T05:45:00+00:00	long	212.973	212.80436	213.31029	16.86	33.73	0.112429	212.471	212.435	212.74	-0.256	0.2967	-0.0595	3	5	1	0	0
GBP_JPY_02081_20260122_091500	GBP_JPY	2026-01-22T09:15:00+00:00	long	213.315	213.14346	213.65807	17.15	34.31	0.114357	212.473	212.505	213.204	-0.2236	0.5382	-0.0848	3	9	0	1	0
GBP_JPY_02082_20260122_131500	GBP_JPY	2026-01-22T13:15:00+00:00	short	212.878	213.12786	212.37829	24.99	49.97	0.166571	211.86	212.545	213.312	-0.0982	0.4313	0.0813	3	13	0	1	1
GBP_JPY_02083_20260122_173000	GBP_JPY	2026-01-22T17:30:00+00:00	long	213.504	213.198	214.116	30.6	61.2	0.204	212.721	212.778	213.134	0.2743	0.1106	0.3746	3	17	0	0	1
GBP_JPY_02084_20260123_031500	GBP_JPY	2026-01-23T03:15:00+00:00	long	214.096	213.88943	214.50914	20.66	41.31	0.137714	212.517	212.936	213.932	0.5176	0.1844	0.5011	4	3	1	0	0
GBP_JPY_02085_20260123_084500	GBP_JPY	2026-01-23T08:45:00+00:00	long	214.214	214.028	214.586	18.6	37.2	0.124	213.168	213.693	214.113	0.4577	0.0579	0.432	4	8	1	1	0
GBP_JPY_02086_20260123_090000	GBP_JPY	2026-01-23T09:00:00+00:00	long	214.41	214.22914	214.77171	18.09	36.17	0.120571	213.252	213.696	214.016	0.3866	-0.2431	0.4557	4	9	0	1	0
GBP_JPY_02087_20260123_091500	GBP_JPY	2026-01-23T09:15:00+00:00	long	214.706	214.49075	215.1365	21.52	43.05	0.1435	213.315	213.687	214.037	0.3866	-0.2431	0.4557	4	9	0	1	0
GBP_JPY_02088_20260123_093000	GBP_JPY	2026-01-23T09:30:00+00:00	short	212.637	213.09643	211.71814	45.94	91.89	0.306286	213.353	213.704	214.166	0.3866	-0.2431	0.4557	4	9	0	1	0
GBP_JPY_02089_20260123_164500	GBP_JPY	2026-01-23T16:45:00+00:00	long	214.221	213.99986	214.66329	22.11	44.23	0.147429	213.285	213.987	214.05	0.2287	-0.2244	0.6656	4	16	0	0	1
GBP_JPY_02090_20260123_190000	GBP_JPY	2026-01-23T19:00:00+00:00	short	213.54	213.87718	212.86564	33.72	67.44	0.224786	213.481	214.024	214.573	0.4061	-1.2299	0.8598	4	19	0	0	1
GBP_JPY_02091_20260123_191500	GBP_JPY	2026-01-23T19:15:00+00:00	short	213.141	213.53411	212.35479	39.31	78.62	0.262071	213.553	213.976	214.194	0.4061	-1.2299	0.8598	4	19	0	0	1
GBP_JPY_02092_20260123_201500	GBP_JPY	2026-01-23T20:15:00+00:00	short	212.305	212.86129	211.19243	55.63	111.26	0.370857	213.729	214.037	213.144	0.3797	-1.3543	0.7912	4	20	0	0	1
GBP_JPY_02093_20260126_003000	GBP_JPY	2026-01-26T00:30:00+00:00	short	211.016	211.44907	210.14986	43.31	86.61	0.288714	213.759	214.065	212.359	1.1391	-2.4444	1.3164	0	0	1	0	0
GBP_JPY_02094_20260126_040000	GBP_JPY	2026-01-26T04:00:00+00:00	short	210.598	211.153	209.488	55.5	111.0	0.37	214.111	214.11	211.535	1.0413	-2.9054	1.3104	0	4	1	0	0
GBP_JPY_02095_20260127_014500	GBP_JPY	2026-01-27T01:45:00+00:00	long	211.116	210.90793	211.53214	20.81	41.61	0.138714	212.003	210.096	210.794	0.1147	-0.4911	0.0746	1	1	1	0	0
GBP_JPY_02096_20260127_044500	GBP_JPY	2026-01-27T04:45:00+00:00	long	211.27	211.04704	211.71593	22.3	44.59	0.148643	210.492	210.488	211.133	0.2191	0.174	0.1953	1	4	1	0	0
GBP_JPY_02097_20260127_114500	GBP_JPY	2026-01-27T11:45:00+00:00	short	210.613	210.98393	209.87114	37.09	74.19	0.247286	210.091	210.807	211.552	0.2133	0.0469	0.1997	1	11	0	1	0
GBP_JPY_02098_20260128_030000	GBP_JPY	2026-01-28T03:00:00+00:00	long	211.093	210.70086	211.87729	39.21	78.43	0.261429	210.998	210.662	210.963	0.9606	-0.8805	0.8831	2	3	1	0	0
GBP_JPY_02099_20260128_064500	GBP_JPY	2026-01-28T06:45:00+00:00	short	210.553	210.75443	210.15014	20.14	40.29	0.134286	211.396	210.887	210.751	1.0688	-1.3151	0.928	2	6	1	0	0
GBP_JPY_02100_20260128_134500	GBP_JPY	2026-01-28T13:45:00+00:00	short	210.129	210.37329	209.64043	24.43	48.86	0.162857	210.771	210.849	210.436	0.6095	-0.7312	0.4296	2	13	0	1	1
GBP_JPY_02101_20260128_160000	GBP_JPY	2026-01-28T16:00:00+00:00	long	210.581	210.32429	211.09443	25.67	51.34	0.171143	210.498	211.085	210.319	0.1532	-0.2558	0.1227	2	16	0	0	1
GBP_JPY_02102_20260128_170000	GBP_JPY	2026-01-28T17:00:00+00:00	long	211.334	210.99564	212.01071	33.84	67.67	0.225571	210.851	210.937	210.581	-0.0611	0.1468	0.2763	2	17	0	0	1
GBP_JPY_02103_20260129_000000	GBP_JPY	2026-01-29T00:00:00+00:00	short	211.547	211.78539	211.07021	23.84	47.68	0.158929	210.501	210.472	211.708	-0.7192	0.7408	-0.3114	3	0	1	0	0
GBP_JPY_02104_20260129_091500	GBP_JPY	2026-01-29T09:15:00+00:00	long	212.047	211.84643	212.44814	20.06	40.11	0.133714	210.61	211.817	211.646	-0.1434	0.4337	0.2203	3	9	0	1	0
GBP_JPY_02105_20260129_124500	GBP_JPY	2026-01-29T12:45:00+00:00	short	211.47	211.71236	210.98529	24.24	48.47	0.161571	210.436	211.683	211.623	-0.3895	0.565	-0.0747	3	12	0	1	0
GBP_JPY_02106_20260129_170000	GBP_JPY	2026-01-29T17:00:00+00:00	short	211.356	211.59236	210.88329	23.64	47.27	0.157571	211.335	211.553	211.822	-0.1172	-0.4275	-0.1871	3	17	0	0	1
GBP_JPY_02107_20260129_171500	GBP_JPY	2026-01-29T17:15:00+00:00	short	211.004	211.25846	210.49507	25.45	50.89	0.169643	211.279	211.51	211.876	-0.1172	-0.4275	-0.1871	3	17	0	0	1
GBP_JPY_02108_20260129_173000	GBP_JPY	2026-01-29T17:30:00+00:00	short	210.073	210.42046	209.37807	34.75	69.49	0.231643	211.123	211.487	211.8	-0.1172	-0.4275	-0.1871	3	17	0	0	1
GBP_JPY_02109_20260129_224500	GBP_JPY	2026-01-29T22:45:00+00:00	long	211.367	211.16943	211.76214	19.76	39.51	0.131714	211.643	211.898	211.138	0.1607	-0.1721	0.0435	3	22	0	0	0
GBP_JPY_02110_20260130_020000	GBP_JPY	2026-01-30T02:00:00+00:00	long	211.527	211.29343	211.99414	23.36	46.71	0.155714	211.614	211.6	211.195	-0.3483	0.2665	-0.3126	4	2	1	0	0
GBP_JPY_02111_20260130_154500	GBP_JPY	2026-01-30T15:45:00+00:00	long	212.165	211.931	212.633	23.4	46.8	0.156	211.689	211.578	211.982	-0.3663	0.6744	-0.4476	4	15	0	1	1
GBP_JPY_02112_20260130_174500	GBP_JPY	2026-01-30T17:45:00+00:00	short	211.582	211.91757	210.91086	33.56	67.11	0.223714	210.321	211.725	212.216	-0.2884	0.9234	-0.319	4	17	0	0	1
GBP_JPY_02113_20260202_001500	GBP_JPY	2026-02-02T00:15:00+00:00	long	212.439	212.19096	212.93507	24.8	49.61	0.165357	211.249	211.838	211.748	-1.0051	1.4578	-0.9184	0	0	1	0	0
GBP_JPY_02114_20260202_024500	GBP_JPY	2026-02-02T02:45:00+00:00	long	212.667	212.30357	213.39386	36.34	72.69	0.242286	211.483	211.982	212.286	-0.5473	1.127	-0.5603	0	2	1	0	0
