signal_id	pair	timestamp_utc	direction	entry_price	sl_price	tp_price	sl_pips	tp_pips	atr	m15_close_24h_ago	m15_close_12h_ago	m15_close_1h_ago	related_eur_usd_24h_change_pct	related_usd_jpy_24h_change_pct	related_gbp_usd_24h_change_pct	day_of_week	hour_utc	is_tokyo_session	is_london_session	is_ny_session
GBP_JPY_01672_20250918_104500	GBP_JPY	2025-09-18T10:45:00+00:00	long	200.557	200.39982	200.87136	15.72	31.44	0.104786	199.971	200.169	200.4	-0.0743	0.3048	-0.0103	3	10	0	1	0
GBP_JPY_01673_20250918_110000	GBP_JPY	2025-09-18T11:00:00+00:00	long	200.753	200.57611	201.10679	17.69	35.38	0.117929	199.949	200.184	200.408	-0.173	0.6705	-0.0044	3	11	0	1	0
GBP_JPY_01674_20250918_113000	GBP_JPY	2025-09-18T11:30:00+00:00	long	201.01	200.80943	201.41114	20.06	40.11	0.133714	199.831	200.28	200.495	-0.173	0.6705	-0.0044	3	11	0	1	0
GBP_JPY_01675_20250918_191500	GBP_JPY	2025-09-18T19:15:00+00:00	short	200.379	200.62886	199.87929	24.99	49.97	0.166571	199.941	200.305	200.517	-0.5585	1.0787	-0.8218	3	19	0	0	1
GBP_JPY_01676_20250919_063000	GBP_JPY	2025-09-19T06:30:00+00:00	short	200.195	200.36032	199.86436	16.53	33.06	0.110214	200.228	200.491	200.355	-0.2599	0.3951	-0.5161	4	6	1	0	0
GBP_JPY_01677_20250919_064500	GBP_JPY	2025-09-19T06:45:00+00:00	short	200.04	200.26179	199.59643	22.18	44.36	0.147857	200.283	200.538	200.395	-0.2599	0.3951	-0.5161	4	6	1	0	0
GBP_JPY_01678_20250919_070000	GBP_JPY	2025-09-19T07:00:00+00:00	short	199.584	199.84693	199.05814	26.29	52.59	0.175286	200.298	200.516	200.411	-0.178	0.214	-0.4579	4	7	1	1	0
GBP_JPY_01679_20250919_090000	GBP_JPY	2025-09-19T09:00:00+00:00	short	199.51	199.82189	198.88621	31.19	62.38	0.207929	200.444	200.392	199.773	-0.2374	0.2978	-0.6429	4	9	0	1	0
GBP_JPY_01680_20250919_163000	GBP_JPY	2025-09-19T16:30:00+00:00	short	199.427	199.63325	199.0145	20.63	41.25	0.1375	200.746	200.461	199.624	-0.0748	-0.1493	-0.4531	4	16	0	0	1
GBP_JPY_01681_20250922_053000	GBP_JPY	2025-09-22T05:30:00+00:00	long	199.703	199.57379	199.96143	12.92	25.84	0.086143	200.355	199.421	199.577	-0.4389	0.2385	-0.6056	0	5	1	0	0
GBP_JPY_01682_20250922_101500	GBP_JPY	2025-09-22T10:15:00+00:00	short	199.446	199.59193	199.15414	14.59	29.19	0.097286	199.703	199.291	199.612	-0.1844	0.1271	-0.0934	0	10	0	1	0
GBP_JPY_01683_20250923_000000	GBP_JPY	2025-09-23T00:00:00+00:00	short	199.448	199.55257	199.23886	10.46	20.91	0.069714	199.067	199.502	199.714	0.4521	-0.119	0.3729	1	0	1	0	0
GBP_JPY_01684_20250923_104500	GBP_JPY	2025-09-23T10:45:00+00:00	long	199.731	199.60082	199.99136	13.02	26.04	0.086786	199.636	199.67	199.649	0.3601	-0.2599	0.3101	1	10	0	1	0
GBP_JPY_01685_20250923_113000	GBP_JPY	2025-09-23T11:30:00+00:00	short	199.245	199.43357	198.86786	18.86	37.71	0.125714	199.536	199.673	199.7	0.3435	-0.1955	0.0593	1	11	0	1	0
GBP_JPY_01686_20250923_153000	GBP_JPY	2025-09-23T15:30:00+00:00	long	199.818	199.67057	200.11286	14.74	29.49	0.098286	199.682	199.628	199.679	0.1154	-0.0446	0.1214	1	15	0	1	1
GBP_JPY_01687_20250923_203000	GBP_JPY	2025-09-23T20:30:00+00:00	short	199.493	199.67096	199.13707	17.8	35.59	0.118643	199.604	199.649	199.765	0.1297	-0.0718	0.003	1	20	0	0	1
GBP_JPY_01688_20250924_071500	GBP_JPY	2025-09-24T07:15:00+00:00	long	199.857	199.74504	200.08093	11.2	22.39	0.074643	199.601	199.718	199.69	0.0483	0.0704	0.0111	2	7	1	1	0
GBP_JPY_01689_20250924_114500	GBP_JPY	2025-09-24T11:45:00+00:00	long	199.913	199.745	200.249	16.8	33.6	0.112	199.265	199.596	199.623	-0.2601	0.4744	-0.1466	2	11	0	1	0
GBP_JPY_01690_20250924_174500	GBP_JPY	2025-09-24T17:45:00+00:00	long	200.029	199.83486	200.41729	19.41	38.83	0.129429	199.839	199.65	199.82	-0.4434	0.6416	-0.542	2	17	0	0	1
GBP_JPY_01691_20250925_143000	GBP_JPY	2025-09-25T14:30:00+00:00	short	199.72	199.86636	199.42729	14.64	29.27	0.097571	199.808	200.156	200.128	-0.0758	0.2269	-0.2668	3	14	0	1	1
GBP_JPY_01692_20250925_151500	GBP_JPY	2025-09-25T15:15:00+00:00	short	199.722	199.87221	199.42157	15.02	30.04	0.100143	199.989	199.958	199.952	-0.3807	0.3888	-0.4611	3	15	0	1	1
GBP_JPY_01693_20250926_050000	GBP_JPY	2025-09-26T05:00:00+00:00	long	199.952	199.80404	200.24793	14.8	29.59	0.098643	200.06	199.88	199.811	-0.6188	0.6528	-0.8092	4	5	1	0	0
GBP_JPY_01694_20250926_090000	GBP_JPY	2025-09-26T09:00:00+00:00	long	199.982	199.87025	200.2055	11.18	22.35	0.0745	200.249	199.763	199.852	-0.5611	0.6311	-0.7479	4	9	0	1	0
GBP_JPY_01695_20250926_160000	GBP_JPY	2025-09-26T16:00:00+00:00	long	200.232	200.06229	200.57143	16.97	33.94	0.113143	199.762	199.811	199.975	-0.0171	0.2081	0.1055	4	16	0	0	1
GBP_JPY_01696_20250929_054500	GBP_JPY	2025-09-29T05:45:00+00:00	short	200.014	200.15339	199.73521	13.94	27.88	0.092929	199.869	200.354	200.171	0.4205	-0.5236	0.6	0	5	1	0	0
GBP_JPY_01697_20250929_090000	GBP_JPY	2025-09-29T09:00:00+00:00	short	199.888	200.04239	199.57921	15.44	30.88	0.102929	199.981	200.433	200.151	0.3425	-0.5978	0.5545	0	9	0	1	0
GBP_JPY_01698_20250929_103000	GBP_JPY	2025-09-29T10:30:00+00:00	short	199.784	199.96518	199.42164	18.12	36.24	0.120786	200.019	200.407	199.949	0.4609	-0.8475	0.704	0	10	0	1	0
GBP_JPY_01699_20250929_160000	GBP_JPY	2025-09-29T16:00:00+00:00	long	199.977	199.83729	200.25643	13.97	27.94	0.093143	200.228	200.274	199.914	0.4887	-0.7734	0.402	0	16	0	0	1
GBP_JPY_01700_20250929_171500	GBP_JPY	2025-09-29T17:15:00+00:00	short	199.41	199.59471	199.04057	18.47	36.94	0.123143	200.393	200.06	199.879	0.3344	-0.5706	0.1231	0	17	0	0	1
GBP_JPY_01701_20250930_070000	GBP_JPY	2025-09-30T07:00:00+00:00	short	199.511	199.66989	199.19321	15.89	31.78	0.105929	199.99	199.604	199.667	0.0128	-0.3672	0.0052	1	7	1	1	0
GBP_JPY_01702_20250930_081500	GBP_JPY	2025-09-30T08:15:00+00:00	short	199.293	199.47289	198.93321	17.99	35.98	0.119929	200.185	199.506	199.471	0.0409	-0.332	-0.0595	1	8	1	1	0
GBP_JPY_01703_20250930_103000	GBP_JPY	2025-09-30T10:30:00+00:00	short	198.894	199.11921	198.44357	22.52	45.04	0.150143	199.782	199.652	199.211	0.1271	-0.3547	0.0007	1	10	0	1	0
GBP_JPY_01704_20250930_160000	GBP_JPY	2025-09-30T16:00:00+00:00	short	198.727	198.93743	198.30614	21.04	42.09	0.140286	199.975	199.705	198.968	-0.0894	-0.4556	0.0372	1	16	0	0	1
GBP_JPY_01705_20251001_000000	GBP_JPY	2025-10-01T00:00:00+00:00	short	198.689	198.82539	198.41621	13.64	27.28	0.090929	199.474	198.79	198.877	0.0751	-0.5048	0.1251	2	0	1	0	0
GBP_JPY_01706_20251001_024500	GBP_JPY	2025-10-01T02:45:00+00:00	long	198.975	198.83357	199.25786	14.14	28.29	0.094286	199.659	198.82	198.847	0.0307	-0.3963	0.0551	2	2	1	0	0
GBP_JPY_01707_20251001_074500	GBP_JPY	2025-10-01T07:45:00+00:00	short	198.649	198.78668	198.37364	13.77	27.54	0.091786	199.422	198.843	198.821	0.2549	-0.5734	0.1868	2	7	1	1	0
GBP_JPY_01708_20251001_084500	GBP_JPY	2025-10-01T08:45:00+00:00	short	198.477	198.63354	198.16393	15.65	31.31	0.104357	199.202	198.782	198.65	0.1611	-0.5159	0.1586	2	8	1	1	0
GBP_JPY_01709_20251001_094500	GBP_JPY	2025-10-01T09:45:00+00:00	short	198.259	198.43654	197.90393	17.75	35.51	0.118357	199.011	198.864	198.489	0.2573	-0.5693	0.1935	2	9	0	1	0
GBP_JPY_01710_20251001_151500	GBP_JPY	2025-10-01T15:15:00+00:00	long	198.329	198.13025	198.7265	19.88	39.75	0.1325	199.0	199.008	198.284	0.1014	-0.7847	0.5222	2	15	0	1	1
GBP_JPY_01711_20251001_234500	GBP_JPY	2025-10-01T23:45:00+00:00	short	198.121	198.24207	197.87886	12.11	24.21	0.080714	198.805	198.171	198.273	-0.0682	-0.5593	0.2351	2	23	0	0	0
GBP_JPY_01712_20251002_030000	GBP_JPY	2025-10-02T03:00:00+00:00	long	198.415	198.30271	198.63957	11.23	22.46	0.074857	198.961	198.208	198.2	-0.0511	-0.6171	0.2165	3	3	1	0	0
GBP_JPY_01713_20251002_093000	GBP_JPY	2025-10-02T09:30:00+00:00	long	198.497	198.32118	198.84864	17.58	35.16	0.117214	198.361	198.322	198.348	-0.2142	-0.0448	0.1723	3	9	0	1	0
GBP_JPY_01714_20251002_121500	GBP_JPY	2025-10-02T12:15:00+00:00	short	198.025	198.26007	197.55486	23.51	47.01	0.156714	198.199	198.095	198.294	0.1875	-0.3974	0.2548	3	12	0	1	0
GBP_JPY_01715_20251002_171500	GBP_JPY	2025-10-02T17:15:00+00:00	short	197.527	197.7505	197.08	22.35	44.7	0.149	198.34	198.264	197.933	-0.2843	0.32	-0.6382	3	17	0	0	1
GBP_JPY_01716_20251002_214500	GBP_JPY	2025-10-02T21:45:00+00:00	long	197.943	197.81271	198.20357	13.03	26.06	0.086857	198.35	198.508	197.778	-0.1168	0.0843	-0.2885	3	21	0	0	1
GBP_JPY_01717_20251003_031500	GBP_JPY	2025-10-03T03:15:00+00:00	long	198.068	197.90804	198.38793	16.0	31.99	0.106643	198.38	198.092	197.752	-0.0486	0.108	-0.1864	4	3	1	0	0
GBP_JPY_01718_20251003_050000	GBP_JPY	2025-10-03T05:00:00+00:00	long	198.437	198.23621	198.83857	20.08	40.16	0.133857	198.187	197.619	198.211	-0.1048	0.3316	-0.3056	4	5	1	0	0
GBP_JPY_01719_20251003_120000	GBP_JPY	2025-10-03T12:00:00+00:00	short	198.229	198.4135	197.86	18.45	36.9	0.123	198.119	197.841	198.442	-0.1506	0.5088	-0.3326	4	12	0	1	0
GBP_JPY_01720_20251003_164500	GBP_JPY	2025-10-03T16:45:00+00:00	long	198.456	198.29818	198.77164	15.78	31.56	0.105214	197.727	198.324	198.191	0.1356	0.0869	0.2621	4	16	0	0	1
GBP_JPY_01721_20251003_191500	GBP_JPY	2025-10-03T19:15:00+00:00	long	198.745	198.52418	199.18664	22.08	44.16	0.147214	197.773	198.476	198.638	0.2126	0.2331	0.2857	4	19	0	0	1
GBP_JPY_01722_20251006_000000	GBP_JPY	2025-10-06T00:00:00+00:00	long	200.689	200.37079	201.32543	31.82	63.64	0.212143	197.841	198.227	198.762	0.0555	1.2935	-0.0446	0	0	1	0	0
GBP_JPY_01723_20251006_023000	GBP_JPY	2025-10-06T02:30:00+00:00	long	200.863	200.38729	201.81443	47.57	95.14	0.317143	197.804	198.036	200.558	-0.1075	1.6507	-0.1071	0	2	1	0	0
GBP_JPY_01724_20251006_061500	GBP_JPY	2025-10-06T06:15:00+00:00	long	201.809	201.54254	202.34193	26.65	53.29	0.177643	198.496	198.638	201.597	-0.0119	1.6501	0.0543	0	6	1	0	0
GBP_JPY_01725_20251006_150000	GBP_JPY	2025-10-06T15:00:00+00:00	short	201.465	201.74368	200.90764	27.87	55.74	0.185786	198.092	200.886	201.848	-0.4276	1.7105	-0.1546	0	15	0	1	1
GBP_JPY_01726_20251006_194500	GBP_JPY	2025-10-06T19:45:00+00:00	long	202.337	202.13043	202.75014	20.66	41.31	0.137714	198.795	202.118	202.155	-0.2351	1.7999	-0.0178	0	19	0	0	1
GBP_JPY_01727_20251006_233000	GBP_JPY	2025-10-06T23:30:00+00:00	long	202.807	202.68475	203.0515	12.23	24.45	0.0815	198.751	201.961	202.668	-0.2981	1.9434	0.0415	0	23	0	0	0
GBP_JPY_01728_20251007_030000	GBP_JPY	2025-10-07T03:00:00+00:00	long	202.962	202.77836	203.32929	18.36	36.73	0.122429	200.886	201.466	202.707	-0.0615	0.5257	0.3125	1	3	1	0	0
GBP_JPY_01729_20251007_100000	GBP_JPY	2025-10-07T10:00:00+00:00	short	202.365	202.55561	201.98379	19.06	38.12	0.127071	201.901	202.627	202.532	0.1183	0.3966	-0.0498	1	10	0	1	0
GBP_JPY_01730_20251007_141500	GBP_JPY	2025-10-07T14:15:00+00:00	short	202.25	202.43739	201.87521	18.74	37.48	0.124929	201.812	202.733	202.623	-0.1096	0.3505	-0.1751	1	14	0	1	1
GBP_JPY_01731_20251007_173000	GBP_JPY	2025-10-07T17:30:00+00:00	long	202.89	202.66693	203.33614	22.31	44.61	0.148714	202.106	202.746	202.458	-0.4566	0.8102	-0.3591	1	17	0	0	1
GBP_JPY_01732_20251007_193000	GBP_JPY	2025-10-07T19:30:00+00:00	long	203.361	203.10064	203.88171	26.04	52.07	0.173571	202.216	202.599	203.184	-0.3603	0.7765	-0.2412	1	19	0	0	1
GBP_JPY_01733_20251007_211500	GBP_JPY	2025-10-07T21:15:00+00:00	long	203.924	203.68957	204.39286	23.44	46.89	0.156286	202.5	202.674	203.64	-0.467	1.016	-0.3864	1	21	0	0	1
GBP_JPY_01734_20251008_081500	GBP_JPY	2025-10-08T08:15:00+00:00	short	203.939	204.12564	203.56571	18.66	37.33	0.124429	202.533	203.64	204.185	-0.6389	1.2651	-0.5074	2	8	1	1	0
GBP_JPY_01735_20251008_103000	GBP_JPY	2025-10-08T10:30:00+00:00	long	204.418	204.19686	204.86029	22.11	44.23	0.147429	202.362	203.871	204.107	-0.388	1.2747	-0.1444	2	10	0	1	0
GBP_JPY_01736_20251008_114500	GBP_JPY	2025-10-08T11:45:00+00:00	long	204.793	204.53211	205.31479	26.09	52.18	0.173929	202.614	203.771	204.665	-0.4397	1.2965	-0.2136	2	11	0	1	0
GBP_JPY_01737_20251008_133000	GBP_JPY	2025-10-08T13:30:00+00:00	long	205.235	204.96596	205.77307	26.9	53.81	0.179357	202.566	203.884	205.028	-0.3444	1.298	-0.0976	2	13	0	1	1
GBP_JPY_01738_20251008_184500	GBP_JPY	2025-10-08T18:45:00+00:00	short	204.474	204.71818	203.98564	24.42	48.84	0.162786	203.176	204.22	204.69	-0.574	1.0253	-0.3817	2	18	0	0	1
GBP_JPY_01739_20251009_034500	GBP_JPY	2025-10-09T03:45:00+00:00	long	204.773	204.54564	205.22771	22.74	45.47	0.151571	204.326	204.643	204.635	-0.0884	0.262	-0.044	3	3	1	0	0
GBP_JPY_01740_20251009_100000	GBP_JPY	2025-10-09T10:00:00+00:00	short	204.373	204.58193	203.95514	20.89	41.79	0.139286	204.281	204.534	204.766	-0.1728	0.3448	-0.4822	3	10	0	1	0
GBP_JPY_01741_20251009_114500	GBP_JPY	2025-10-09T11:45:00+00:00	short	204.167	204.42886	203.64329	26.19	52.37	0.174571	204.795	204.626	204.383	-0.0198	0.0373	-0.3468	3	11	0	1	0
GBP_JPY_01742_20251009_181500	GBP_JPY	2025-10-09T18:15:00+00:00	short	203.682	204.06407	202.91786	38.21	76.41	0.254714	204.667	204.569	204.265	-0.4058	0.2128	-0.596	3	18	0	0	1
GBP_JPY_01743_20251010_093000	GBP_JPY	2025-10-10T09:30:00+00:00	short	203.087	203.30214	202.65671	21.51	43.03	0.143429	204.686	203.465	203.352	-0.3883	-0.2915	-0.5111	4	9	0	1	0
GBP_JPY_01744_20251010_134500	GBP_JPY	2025-10-10T13:45:00+00:00	short	202.533	202.81211	201.97479	27.91	55.82	0.186071	204.093	203.53	203.076	-0.4054	0.038	-0.8033	4	13	0	1	1
GBP_JPY_01745_20251010_234500	GBP_JPY	2025-10-10T23:45:00+00:00	short	202.661	202.93068	202.12164	26.97	53.94	0.179786	203.469	203.139	202.378	0.5171	-1.2012	0.4431	4	23	0	0	0
GBP_JPY_01746_20251013_010000	GBP_JPY	2025-10-13T01:00:00+00:00	long	202.943	202.51186	203.80529	43.11	86.23	0.287429	203.564	203.034	202.523	0.3338	-0.7136	0.3128	0	1	1	0	0
GBP_JPY_01747_20251013_090000	GBP_JPY	2025-10-13T09:00:00+00:00	short	202.665	202.79689	202.40121	13.19	26.38	0.087929	203.385	202.608	202.846	0.376	-0.3894	0.3956	0	9	0	1	0
GBP_JPY_01748_20251013_100000	GBP_JPY	2025-10-13T10:00:00+00:00	long	202.985	202.79804	203.35893	18.7	37.39	0.124643	202.933	202.49	202.662	0.19	-0.3592	0.239	0	10	0	1	0
GBP_JPY_01749_20251013_173000	GBP_JPY	2025-10-13T17:30:00+00:00	long	203.117	202.92136	203.50829	19.56	39.13	0.130429	202.911	202.896	202.837	-0.1477	-0.0577	0.1827	0	17	0	0	1
GBP_JPY_01750_20251014_024500	GBP_JPY	2025-10-14T02:45:00+00:00	long	203.266	203.11889	203.56021	14.71	29.42	0.098071	202.79	202.767	203.082	-0.3086	0.2565	-0.0247	1	2	1	0	0
GBP_JPY_01751_20251014_063000	GBP_JPY	2025-10-14T06:30:00+00:00	short	203.002	203.19421	202.61757	19.22	38.44	0.128143	202.904	203.067	203.404	-0.3623	0.1455	-0.0614	1	6	1	0	0
GBP_JPY_01752_20251014_070000	GBP_JPY	2025-10-14T07:00:00+00:00	short	202.703	202.92243	202.26414	21.94	43.89	0.146286	202.869	202.994	203.22	-0.2461	-0.0355	-0.0344	1	7	1	1	0
GBP_JPY_01753_20251014_084500	GBP_JPY	2025-10-14T08:45:00+00:00	short	202.391	202.64171	201.88957	25.07	50.14	0.167143	202.719	202.996	202.758	-0.2617	-0.106	-0.0569	1	8	1	1	0
GBP_JPY_01754_20251014_090000	GBP_JPY	2025-10-14T09:00:00+00:00	short	202.066	202.34736	201.50329	28.14	56.27	0.187571	202.662	203.034	202.697	-0.378	-0.0303	-0.5117	1	9	0	1	0
GBP_JPY_01755_20251014_100000	GBP_JPY	2025-10-14T10:00:00+00:00	short	201.551	201.89632	200.86036	34.53	69.06	0.230214	202.987	203.073	202.065	-0.4354	-0.2252	-0.5857	1	10	0	1	0
GBP_JPY_01756_20251014_171500	GBP_JPY	2025-10-14T17:15:00+00:00	long	202.139	201.80407	202.80886	33.49	66.99	0.223286	202.987	203.365	201.936	0.2854	-0.3577	-0.2259	1	17	0	0	1
GBP_JPY_01757_20251014_201500	GBP_JPY	2025-10-14T20:15:00+00:00	long	202.284	202.01711	202.81779	26.69	53.38	0.177929	203.017	202.704	202.169	0.3137	-0.3507	-0.0323	1	20	0	0	1
GBP_JPY_01758_20251015_004500	GBP_JPY	2025-10-15T00:45:00+00:00	short	202.023	202.16368	201.74164	14.07	28.14	0.093786	202.885	201.815	202.154	0.3094	-0.3351	-0.1035	2	0	1	0	0
GBP_JPY_01759_20251015_040000	GBP_JPY	2025-10-15T04:00:00+00:00	short	201.872	202.09989	201.41621	22.79	45.58	0.151929	203.348	201.883	202.278	0.4183	-0.7556	-0.03	2	4	1	0	0
GBP_JPY_01760_20251015_110000	GBP_JPY	2025-10-15T11:00:00+00:00	long	202.023	201.804	202.461	21.9	43.8	0.146	201.785	202.115	201.866	0.6376	-0.4981	0.466	2	11	0	1	0
GBP_JPY_01761_20251015_130000	GBP_JPY	2025-10-15T13:00:00+00:00	long	202.237	201.99968	202.71164	23.73	47.46	0.158214	201.662	202.203	201.897	0.6119	-0.3824	0.7539	2	13	0	1	1
GBP_JPY_01762_20251016_031500	GBP_JPY	2025-10-16T03:15:00+00:00	short	202.04	202.29982	201.52036	25.98	51.96	0.173214	202.185	202.335	202.363	0.4539	-0.5641	0.6978	3	3	1	0	0
GBP_JPY_01763_20251016_054500	GBP_JPY	2025-10-16T05:45:00+00:00	long	202.5	202.26686	202.96629	23.31	46.63	0.155429	201.649	202.343	202.339	0.3708	-0.1873	0.6105	3	5	1	0	0
GBP_JPY_01764_20251016_104500	GBP_JPY	2025-10-16T10:45:00+00:00	long	203.056	202.80079	203.56643	25.52	51.04	0.170143	201.906	202.573	202.773	0.1409	-0.0026	0.5738	3	10	0	1	0
GBP_JPY_01765_20251016_164500	GBP_JPY	2025-10-16T16:45:00+00:00	short	202.786	203.08343	202.19114	29.74	59.49	0.198286	202.111	202.339	203.184	0.2589	-0.1975	0.5319	3	16	0	0	1
GBP_JPY_01766_20251016_191500	GBP_JPY	2025-10-16T19:15:00+00:00	short	202.079	202.39861	201.43979	31.96	63.92	0.213071	202.537	202.522	202.469	0.3179	-0.5232	0.2703	3	19	0	0	1
GBP_JPY_01767_20251017_093000	GBP_JPY	2025-10-17T09:30:00+00:00	short	201.557	201.78746	201.09607	23.05	46.09	0.153643	202.858	201.985	201.696	0.4874	-1.039	0.3341	4	9	0	1	0
GBP_JPY_01768_20251017_094500	GBP_JPY	2025-10-17T09:45:00+00:00	short	201.33	201.57664	200.83671	24.66	49.33	0.164429	202.773	201.973	201.691	0.4874	-1.039	0.3341	4	9	0	1	0
GBP_JPY_01769_20251017_100000	GBP_JPY	2025-10-17T10:00:00+00:00	short	201.0	201.26764	200.46471	26.76	53.53	0.178429	202.629	201.921	201.786	0.5124	-1.0182	0.0447	4	10	0	1	0
GBP_JPY_01770_20251017_140000	GBP_JPY	2025-10-17T14:00:00+00:00	long	201.909	201.55854	202.60993	35.05	70.09	0.233643	203.069	201.886	201.191	0.266	-0.6658	-0.0424	4	14	0	1	1
GBP_JPY_01771_20251017_211500	GBP_JPY	2025-10-17T21:15:00+00:00	long	202.067	201.84414	202.51271	22.29	44.57	0.148571	201.844	201.664	201.83	-0.1822	0.1071	-0.0089	4	21	0	0	1
GBP_JPY_01772_20251020_010000	GBP_JPY	2025-10-20T01:00:00+00:00	long	202.531	202.31179	202.96943	21.92	43.84	0.146143	202.093	201.191	201.925	-0.3292	0.3767	-0.067	0	1	1	0	0
GBP_JPY_01773_20251020_034500	GBP_JPY	2025-10-20T03:45:00+00:00	long	202.725	202.45018	203.27464	27.48	54.96	0.183214	202.011	201.695	202.6	-0.3443	0.4533	-0.0974	0	3	1	0	0
GBP_JPY_01774_20251020_071500	GBP_JPY	2025-10-20T07:15:00+00:00	short	202.402	202.60686	201.99229	20.49	40.97	0.136571	201.86	201.945	202.677	-0.3279	0.4228	-0.1227	0	7	1	1	0
GBP_JPY_01775_20251020_120000	GBP_JPY	2025-10-20T12:00:00+00:00	short	202.034	202.29489	201.51221	26.09	52.18	0.173929	201.263	201.925	202.284	-0.3384	0.7076	-0.0573	0	12	0	1	0
GBP_JPY_01776_20251020_173000	GBP_JPY	2025-10-20T17:30:00+00:00	short	201.961	202.16136	201.56029	20.04	40.07	0.133571	201.709	202.72	202.202	-0.1123	0.1117	0.183	0	17	0	0	1
GBP_JPY_01777_20251021_000000	GBP_JPY	2025-10-21T00:00:00+00:00	short	201.933	202.04411	201.71079	11.11	22.22	0.074071	201.925	202.035	202.111	-0.103	0.1755	-0.1185	1	0	1	0	0
GBP_JPY_01778_20251021_024500	GBP_JPY	2025-10-21T02:45:00+00:00	long	202.158	202.017	202.44	14.1	28.2	0.094	202.6	202.114	202.034	-0.1158	-0.0629	-0.1534	1	2	1	0	0
GBP_JPY_01779_20251021_043000	GBP_JPY	2025-10-21T04:30:00+00:00	long	202.179	201.95357	202.62986	22.54	45.09	0.150286	202.81	202.202	201.956	-0.1304	0.0113	-0.2367	1	4	1	0	0
GBP_JPY_01780_20251021_081500	GBP_JPY	2025-10-21T08:15:00+00:00	long	202.566	202.33061	203.03679	23.54	47.08	0.156929	202.31	202.183	202.355	-0.4138	0.5762	-0.4844	1	8	1	1	0
GBP_JPY_01781_20251021_114500	GBP_JPY	2025-10-21T11:45:00+00:00	long	202.847	202.54571	203.44957	30.13	60.26	0.200857	202.197	202.031	202.438	-0.3618	0.6814	-0.3567	1	11	0	1	0
GBP_JPY_01782_20251021_153000	GBP_JPY	2025-10-21T15:30:00+00:00	long	203.46	203.21914	203.94171	24.09	48.17	0.160571	202.196	201.956	203.198	-0.363	0.9	-0.292	1	15	0	1	1
GBP_JPY_01783_20251021_154500	GBP_JPY	2025-10-21T15:45:00+00:00	long	203.508	203.26693	203.99014	24.11	48.21	0.160714	202.284	202.093	203.374	-0.363	0.9	-0.292	1	15	0	1	1
GBP_JPY_01784_20251022_030000	GBP_JPY	2025-10-22T03:00:00+00:00	short	202.835	202.96282	202.57936	12.78	25.56	0.085214	201.948	203.321	203.104	-0.4171	0.6452	-0.3213	2	3	1	0	0
GBP_JPY_01785_20251022_083000	GBP_JPY	2025-10-22T08:30:00+00:00	long	203.153	203.00514	203.44871	14.79	29.57	0.098571	202.586	203.084	203.08	-0.1006	0.227	0.0508	2	8	1	1	0
GBP_JPY_01786_20251022_084500	GBP_JPY	2025-10-22T08:45:00+00:00	long	203.211	203.07396	203.48507	13.7	27.41	0.091357	202.648	203.152	203.039	-0.1006	0.227	0.0508	2	8	1	1	0
GBP_JPY_01787_20251022_091500	GBP_JPY	2025-10-22T09:15:00+00:00	short	202.525	202.72729	202.12043	20.23	40.46	0.134857	202.742	203.148	203.107	-0.1926	0.3167	-0.4108	2	9	0	1	0
